# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 26 16:51:28 2020
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_rade:        Planet Radius [Earth radii]
#
pl_hostname,pl_name,pl_dens,pl_eqt,pl_masse,pl_rade
Kepler-411,Kepler-411 b,10.30000,1138,25.60000,2.401
Kepler-411,Kepler-411 c,1.70000,838,26.40000,4.421
Kepler-411,Kepler-411 d,2.30000,410,15.20000,3.319
Kepler-411,Kepler-411 e,,503,10.80000,
Kepler-412,Kepler-412 b,0.52000,1850,299.07803,15.031
Kepler-413,Kepler-413 b,3.20000,,67.00000,4.347
Kepler-414,Kepler-414 b,,,3.50000,1.710
Kepler-414,Kepler-414 c,,,29.90000,3.010
Kepler-415,Kepler-415 b,,,119.90000,1.210
Kepler-415,Kepler-415 c,,,,
Kepler-416,Kepler-416 b,,,58.20000,2.480
Kepler-416,Kepler-416 c,,,,
Kepler-417,Kepler-417 b,,,11.00000,2.310
Kepler-417,Kepler-417 c,,,,
Kepler-418,Kepler-418 b,,,349.60000,13.450
Kepler-419,Kepler-419 b,,,794.50000,10.800
Kepler-419,Kepler-419 c,,,2320.10000,
Kepler-42,Kepler-42 b,,519,,0.780
Kepler-42,Kepler-42 c,,720,,0.730
Kepler-42,Kepler-42 d,,450,,0.570
Kepler-421,Kepler-421 b,,185,,4.160
Kepler-422,Kepler-422 b,0.38000,,136.66000,12.890
Kepler-423,Kepler-423 b,0.45900,1605,189.10100,13.361
Kepler-424,Kepler-424 b,1.94000,,327.35000,9.980
Kepler-424,Kepler-424 c,,,,
Kepler-425,Kepler-425 b,0.27000,1070,79.45000,10.962
Kepler-426,Kepler-426 b,0.26000,1300,108.06000,12.220
Kepler-427,Kepler-427 b,0.16000,1100,92.17000,13.790
Kepler-428,Kepler-428 b,1.02000,1070,403.63000,12.110
Kepler-43,Kepler-43 b,5.00000,1620,1026.59090,13.664
Kepler-430,Kepler-430 b,,667,,3.250
Kepler-430,Kepler-430 c,,458,,1.750
Kepler-431,Kepler-431 b,,1032,,0.764
Kepler-431,Kepler-431 c,,951,,0.668
Kepler-431,Kepler-431 d,,856,,1.110
Kepler-432,Kepler-432 b,4.46000,,1719.46030,12.834
Kepler-432,Kepler-432 c,,,,
Kepler-433,Kepler-433 b,1.13000,1776,896.24000,16.250
Kepler-434,Kepler-434 b,2.40000,1000,908.96000,12.670
Kepler-435,Kepler-435 b,0.13100,1729,266.97000,22.310
Kepler-436,Kepler-436 b,,,,2.730
Kepler-436,Kepler-436 c,,,,2.330
Kepler-437,Kepler-437 b,,,,2.140
Kepler-438,Kepler-438 b,,,,1.120
Kepler-439,Kepler-439 b,,,,2.240
Kepler-44,Kepler-44 b,0.93000,1544,317.82000,12.220
Kepler-440,Kepler-440 b,,,,1.860
Kepler-441,Kepler-441 b,,,,1.640
Kepler-442,Kepler-442 b,,,,1.340
Kepler-443,Kepler-443 b,,,,2.330
Kepler-444,Kepler-444 b,,,,0.403
Kepler-444,Kepler-444 c,,,,0.497
Kepler-444,Kepler-444 d,,,,0.530
Kepler-444,Kepler-444 e,,,,0.546
Kepler-444,Kepler-444 f,,,,0.741
Kepler-445,Kepler-445 b,,,,1.580
Kepler-445,Kepler-445 c,,,,2.510
Kepler-445,Kepler-445 d,,,,1.250
Kepler-446,Kepler-446 b,,,,1.500
Kepler-446,Kepler-446 c,,,,1.110
Kepler-446,Kepler-446 d,,,,1.350
Kepler-447,Kepler-447 b,0.40000,,435.41000,18.490
KOI-12,Kepler-448 c,,,6992.26000,
Kepler-449,Kepler-449 b,,,,2.056
Kepler-449,Kepler-449 c,,,,2.764
Kepler-45,Kepler-45 b,0.80000,1000,160.49700,10.760
Kepler-450,Kepler-450 b,,,,6.140
Kepler-450,Kepler-450 c,,,,2.620
Kepler-450,Kepler-450 d,,,,0.837
Kepler-452,Kepler-452 b,,265,,1.630
Kepler-453,Kepler-453 b,,,16.00000,6.204
Kepler-454,Kepler-454 b,,,6.35660,2.354
Kepler-454,Kepler-454 c,,,,
KIC 9663113,Kepler-458 c,,,,4.200
Kepler-46,Kepler-46 b,14.00000,543,1907.00000,9.057
Kepler-46,Kepler-46 c,,455,119.49900,
Kepler-46,Kepler-46 d,,,,1.640
KIC 5437945,Kepler-460 c,,,,5.520
Kepler-461,Kepler-461 b,,,,2.580
Kepler-462,Kepler-462 b,,,,3.770
Kepler-463,Kepler-463 b,,,,3.050
Kepler-464,Kepler-464 b,,,,3.300
Kepler-465,Kepler-465 b,,,,2.950
Kepler-466,Kepler-466 b,,,,2.850
Kepler-466,Kepler-466 c,,,,1.250
Kepler-467,Kepler-467 b,,,,2.250
Kepler-468,Kepler-468 b,,,,13.340
Kepler-47,Kepler-47 b,0.40000,,2.07000,3.050
Kepler-47,Kepler-47 c,0.17000,,3.17000,4.650
Kepler-47,Kepler-47 d,0.30000,,19.02000,7.040
Kepler-470,Kepler-470 b,,,,14.440
Kepler-471,Kepler-471 b,,,,14.960
Kepler-472,Kepler-472 b,,,,3.220
Kepler-473,Kepler-473 b,,,,4.080
Kepler-474,Kepler-474 b,,,,3.060
Kepler-475,Kepler-475 b,,,,2.490
Kepler-476,Kepler-476 b,,,,3.080
Kepler-477,Kepler-477 b,,,,2.070
Kepler-478,Kepler-478 b,,,,2.710
Kepler-479,Kepler-479 b,,,,2.120
Kepler-48,Kepler-48 b,3.23000,,3.94000,1.880
Kepler-48,Kepler-48 c,4.01000,,14.61000,2.710
Kepler-48,Kepler-48 d,5.08000,,7.93000,2.040
Kepler-48,Kepler-48 e,,,657.00000,
Kepler-480,Kepler-480 b,,,,2.780
Kepler-481,Kepler-481 b,,,,2.500
Kepler-482,Kepler-482 b,,,,2.360
Kepler-483,Kepler-483 b,,,,3.210
Kepler-484,Kepler-484 b,,,,2.280
Kepler-485,Kepler-485 b,,,,14.410
Kepler-486,Kepler-486 b,,,,11.000
Kepler-487,Kepler-487 b,,,,11.420
Kepler-487,Kepler-487 c,,,,2.680
Kepler-488,Kepler-488 b,,,,15.790
Kepler-489,Kepler-489 b,,,,7.720
Kepler-49,Kepler-49 b,,,311.46000,2.720
Kepler-49,Kepler-49 c,,,228.83000,2.550
Kepler-49,Kepler-49 d,,,,1.600
Kepler-49,Kepler-49 e,,,,1.560
Kepler-490,Kepler-490 b,,,,11.650
Kepler-491,Kepler-491 b,,,,8.920
Kepler-492,Kepler-492 b,,,,9.590
Kepler-493,Kepler-493 b,,,,15.130
Kepler-494,Kepler-494 b,,,,7.140
Kepler-495,Kepler-495 b,,,,5.230
Kepler-496,Kepler-496 b,,,,2.320
Kepler-497,Kepler-497 b,,,,6.040
Kepler-498,Kepler-498 b,,,,3.030
Kepler-499,Kepler-499 b,,,,2.170
Kepler-5,Kepler-5 b,0.40000,1750,670.93913,15.984
Kepler-50,Kepler-50 b,,,,1.710
Kepler-50,Kepler-50 c,,,,2.170
Kepler-500,Kepler-500 b,,,,2.580
Kepler-501,Kepler-501 b,,,,4.300
Kepler-502,Kepler-502 b,,,,4.770
Kepler-504,Kepler-504 b,,,,1.590
Kepler-505,Kepler-505 b,,,,2.600
Kepler-506,Kepler-506 b,,,,2.730
Kepler-507,Kepler-507 b,,,,1.300
Kepler-508,Kepler-508 b,,,,1.640
Kepler-509,Kepler-509 b,,,,2.490
Kepler-51,Kepler-51 b,0.03000,543,2.10000,7.100
Kepler-51,Kepler-51 c,0.03000,439,4.00000,9.000
Kepler-51,Kepler-51 d,0.04600,381,7.60000,9.700
Kepler-510,Kepler-510 b,,,,2.470
Kepler-511,Kepler-511 b,,,,6.350
Kepler-512,Kepler-512 b,,,,2.690
Kepler-513,Kepler-513 b,,,,2.200
Kepler-514,Kepler-514 b,,,,1.720
Kepler-515,Kepler-515 b,,,,1.460
Kepler-516,Kepler-516 b,,,,5.740
Kepler-517,Kepler-517 b,,,,2.670
Kepler-518,Kepler-518 b,,,,2.110
Kepler-519,Kepler-519 b,,,,2.100
Kepler-52,Kepler-52 b,,,2765.00000,2.100
Kepler-52,Kepler-52 c,,,3308.41000,1.840
Kepler-52,Kepler-52 d,,,,1.950
Kepler-520,Kepler-520 b,,,,1.660
Kepler-520,Kepler-520 c,,,,1.070
Kepler-521,Kepler-521 b,,,,3.180
Kepler-522,Kepler-522 b,,,,6.910
Kepler-523,Kepler-523 b,,,,1.960
Kepler-524,Kepler-524 b,,,,1.910
Kepler-524,Kepler-524 c,,,,0.960
Kepler-525,Kepler-525 b,,,,2.630
Kepler-526,Kepler-526 b,,,,1.990
Kepler-527,Kepler-527 b,,,,2.840
Kepler-528,Kepler-528 b,,,,2.080
Kepler-529,Kepler-529 b,,,,1.860
Kepler-529,Kepler-529 c,,,,2.000
Kepler-53,Kepler-53 b,,,5851.00000,2.890
Kepler-53,Kepler-53 c,,,5002.43000,3.170
Kepler-53,Kepler-53 d,,,,2.120
Kepler-530,Kepler-530 b,,,,3.010
Kepler-531,Kepler-531 b,,,,2.780
Kepler-532,Kepler-532 b,,,,2.570
Kepler-533,Kepler-533 b,,,,3.380
Kepler-534,Kepler-534 b,,,,2.240
Kepler-535,Kepler-535 b,,,,2.360
Kepler-536,Kepler-536 b,,,,3.100
Kepler-537,Kepler-537 b,,,,1.410
Kepler-538,Kepler-538 b,5.40000,380,10.60000,2.215
Kepler-539,Kepler-539 b,2.90000,388,308.29510,8.373
Kepler-539,Kepler-539 c,,253,762.79200,
Kepler-54,Kepler-54 b,,,292.39000,2.100
Kepler-54,Kepler-54 c,,,117.59000,1.230
Kepler-54,Kepler-54 d,,,,1.530
Kepler-540,Kepler-540 b,,,,2.710
Kepler-541,Kepler-541 b,,,,3.360
Kepler-542,Kepler-542 b,,,,1.570
Kepler-543,Kepler-543 b,,,,2.500
Kepler-544,Kepler-544 b,,,,2.120
Kepler-545,Kepler-545 b,,,,2.690
Kepler-546,Kepler-546 b,,,,7.000
Kepler-547,Kepler-547 b,,,,4.000
Kepler-548,Kepler-548 b,,,,11.990
Kepler-549,Kepler-549 b,,,,2.570
Kepler-549,Kepler-549 c,,,,2.930
Kepler-55,Kepler-55 b,,,473.55000,2.430
Kepler-55,Kepler-55 c,,,352.78000,2.210
Kepler-55,Kepler-55 d,,,,1.590
Kepler-55,Kepler-55 e,,,,1.550
Kepler-55,Kepler-55 f,,,,1.590
Kepler-550,Kepler-550 b,,,,4.420
Kepler-551,Kepler-551 b,,,,2.730
Kepler-552,Kepler-552 b,,,,3.950
Kepler-553,Kepler-553 b,,,,4.630
Kepler-553,Kepler-553 c,,,,11.200
Kepler-554,Kepler-554 b,,,,4.290
Kepler-555,Kepler-555 b,,,,2.830
Kepler-556,Kepler-556 b,,,,2.240
Kepler-557,Kepler-557 b,,,,2.670
Kepler-558,Kepler-558 b,,,,2.370
Kepler-559,Kepler-559 b,,,,3.610
Kepler-56,Kepler-56 b,0.44200,,22.10000,6.510
Kepler-56,Kepler-56 c,1.06000,,181.00000,9.800
Kepler-56,Kepler-56 d,,,,
Kepler-560,Kepler-560 b,,,,1.720
Kepler-561,Kepler-561 b,,,,6.960
Kepler-561,Kepler-561 c,,,,2.680
Kepler-562,Kepler-562 b,,,,5.210
Kepler-563,Kepler-563 b,,,,3.090
Kepler-564,Kepler-564 b,,,,4.630
Kepler-565,Kepler-565 b,,,,3.640
Kepler-566,Kepler-566 b,,,,2.150
Kepler-567,Kepler-567 b,,,,2.250
Kepler-568,Kepler-568 b,,,,2.260
Kepler-569,Kepler-569 b,,,,3.160
Kepler-57,Kepler-57 b,,,5994.02000,2.190
Kepler-57,Kepler-57 c,,,2208.83000,1.550
Kepler-570,Kepler-570 b,,,,2.450
Kepler-571,Kepler-571 b,,,,2.640
Kepler-572,Kepler-572 b,,,,2.580
Kepler-573,Kepler-573 b,,,,2.790
Kepler-574,Kepler-574 b,,,,2.390
Kepler-575,Kepler-575 b,,,,2.390
Kepler-576,Kepler-576 b,,,,3.270
Kepler-577,Kepler-577 b,,,,2.550
Kepler-578,Kepler-578 b,,,,2.000
Kepler-579,Kepler-579 b,,,,2.000
Kepler-58,Kepler-58 b,,,441.77000,2.780
Kepler-58,Kepler-58 c,,,696.02000,2.860
Kepler-58,Kepler-58 d,,,,2.940
Kepler-580,Kepler-580 b,,,,2.570
Kepler-581,Kepler-581 b,,,,2.630
Kepler-582,Kepler-582 b,,,,3.680
Kepler-583,Kepler-583 b,,,,2.280
Kepler-584,Kepler-584 b,,,,4.210
Kepler-585,Kepler-585 b,,,,2.830
Kepler-586,Kepler-586 b,,,,2.790
Kepler-587,Kepler-587 b,,,,2.230
Kepler-588,Kepler-588 b,,,,2.630
Kepler-589,Kepler-589 b,,,,2.270
Kepler-59,Kepler-59 b,,,651.52000,1.100
Kepler-59,Kepler-59 c,,,435.41000,1.980
Kepler-590,Kepler-590 b,,,,4.020
Kepler-591,Kepler-591 b,,,,3.390
Kepler-592,Kepler-592 b,,,,2.390
Kepler-593,Kepler-593 b,,,,2.870
Kepler-594,Kepler-594 b,,,,2.180
Kepler-595,Kepler-595 b,,,,3.810
Kepler-596,Kepler-596 b,,,,3.460
Kepler-597,Kepler-597 b,,,,2.370
Kepler-598,Kepler-598 b,,,,1.500
Kepler-599,Kepler-599 b,,,,2.840
Kepler-6,Kepler-6 b,0.40000,1460,212.31044,14.617
Kepler-60,Kepler-60 b,4.62000,,4.19000,1.710
Kepler-60,Kepler-60 c,3.06000,,3.85000,1.900
Kepler-60,Kepler-60 d,2.91000,,4.16000,1.990
Kepler-600,Kepler-600 b,,,,2.900
Kepler-601,Kepler-601 b,,,,1.900
Kepler-602,Kepler-602 b,,,,2.090
Kepler-603,Kepler-603 b,,,,2.650
Kepler-603,Kepler-603 c,,,,6.500
Kepler-603,Kepler-603 d,,,,1.320
Kepler-604,Kepler-604 b,,,,2.590
Kepler-605,Kepler-605 b,,,,1.440
Kepler-605,Kepler-605 c,,,,0.860
Kepler-606,Kepler-606 b,,,,3.310
Kepler-607,Kepler-607 b,,,,0.870
Kepler-608,Kepler-608 b,,,,3.640
Kepler-609,Kepler-609 b,,,,3.350
Kepler-61,Kepler-61 b,,273,,2.150
Kepler-610,Kepler-610 b,,,,4.190
Kepler-610,Kepler-610 c,,,,3.300
Kepler-611,Kepler-611 b,,,,1.650
Kepler-612,Kepler-612 b,,,,2.840
Kepler-613,Kepler-613 b,,,,2.290
Kepler-614,Kepler-614 b,,,,2.390
Kepler-615,Kepler-615 b,,,,1.740
Kepler-616,Kepler-616 b,,,,2.430
Kepler-616,Kepler-616 c,,,,3.410
Kepler-617,Kepler-617 b,,,,1.320
Kepler-618,Kepler-618 b,,,,2.600
Kepler-619,Kepler-619 b,,,,3.160
Kepler-619,Kepler-619 c,,,,1.690
Kepler-62,Kepler-62 b,,750,9.00000,1.310
Kepler-62,Kepler-62 c,,578,4.00000,0.540
Kepler-62,Kepler-62 d,,510,14.00000,1.950
Kepler-62,Kepler-62 e,,270,36.00000,1.610
Kepler-62,Kepler-62 f,,208,35.00000,1.410
Kepler-620,Kepler-620 b,,,,3.320
Kepler-621,Kepler-621 b,,,,2.300
Kepler-622,Kepler-622 b,,,,2.130
Kepler-623,Kepler-623 b,,,,3.010
Kepler-624,Kepler-624 b,,,,2.310
Kepler-625,Kepler-625 b,,,,1.990
Kepler-625,Kepler-625 c,,,,1.050
Kepler-626,Kepler-626 b,,,,2.290
Kepler-627,Kepler-627 b,,,,3.730
Kepler-628,Kepler-628 b,,,,8.400
Kepler-629,Kepler-629 b,,,,1.380
Kepler-63,Kepler-63 b,3.00000,,120.00000,6.110
Kepler-630,Kepler-630 b,,,,3.180
Kepler-631,Kepler-631 b,,,,2.900
Kepler-632,Kepler-632 b,,,,2.210
Kepler-633,Kepler-633 b,,,,1.630
Kepler-634,Kepler-634 b,,,,1.890
Kepler-635,Kepler-635 b,,,,2.640
Kepler-636,Kepler-636 b,,,,4.450
Kepler-637,Kepler-637 b,,,,4.750
Kepler-638,Kepler-638 b,,,,1.830
Kepler-639,Kepler-639 b,,,,2.380
Kepler-640,Kepler-640 b,,,,2.560
Kepler-641,Kepler-641 b,,,,1.850
Kepler-642,Kepler-642 b,,,,2.900
Kepler-643,Kepler-643 b,,,,10.160
Kepler-644,Kepler-644 b,,,,3.150
Kepler-645,Kepler-645 b,,,,2.100
Kepler-646,Kepler-646 b,,,,1.990
Kepler-647,Kepler-647 b,,,,1.170
Kepler-648,Kepler-648 b,,,,3.220
Kepler-649,Kepler-649 b,,,,2.260
Kepler-65,Kepler-65 b,,,,1.420
Kepler-65,Kepler-65 c,,,,2.580
Kepler-65,Kepler-65 d,,,,1.520
Kepler-65,Kepler-65 e,,,260.00000,
Kepler-650,Kepler-650 b,,,,2.960
Kepler-651,Kepler-651 b,,,,2.370
Kepler-652,Kepler-652 b,,,,2.490
Kepler-653,Kepler-653 b,,,,1.950
Kepler-653,Kepler-653 c,,,,0.780
Kepler-654,Kepler-654 b,,,,2.070
Kepler-655,Kepler-655 b,,,,2.710
Kepler-656,Kepler-656 b,,,,3.120
Kepler-657,Kepler-657 b,,,,3.520
Kepler-658,Kepler-658 b,,,,1.630
Kepler-659,Kepler-659 b,,,,2.500
Kepler-66,Kepler-66 b,,,,2.800
Kepler-660,Kepler-660 b,,,,2.570
Kepler-661,Kepler-661 b,,,,3.070
Kepler-662,Kepler-662 b,,,,2.180
Kepler-663,Kepler-663 b,,,,2.600
Kepler-664,Kepler-664 b,,,,2.660
Kepler-665,Kepler-665 b,,,,2.600
Kepler-666,Kepler-666 b,,,,2.400
Kepler-667,Kepler-667 b,,,,4.730
Kepler-668,Kepler-668 b,,,,2.700
Kepler-669,Kepler-669 b,,,,4.830
Kepler-67,Kepler-67 b,,,,2.940
Kepler-670,Kepler-670 b,,,,13.180
Kepler-671,Kepler-671 b,,,,2.690
Kepler-672,Kepler-672 b,,,,2.500
Kepler-673,Kepler-673 b,,,,6.540
Kepler-674,Kepler-674 b,,,,1.690
Kepler-675,Kepler-675 b,,,,2.440
Kepler-676,Kepler-676 b,,,,3.040
Kepler-677,Kepler-677 b,,,,5.380
Kepler-678,Kepler-678 b,,,,5.140
Kepler-679,Kepler-679 b,,,,3.010
Kepler-68,Kepler-68 b,,,7.65000,
Kepler-68,Kepler-68 c,,,2.04000,
Kepler-68,Kepler-68 d,,,,
Kepler-680,Kepler-680 b,,,,2.420
Kepler-681,Kepler-681 b,,,,3.080
Kepler-682,Kepler-682 b,,,,7.370
Kepler-683,Kepler-683 b,,,,1.970
Kepler-684,Kepler-684 b,,,,3.360
Kepler-685,Kepler-685 b,,,,10.580
Kepler-686,Kepler-686 b,,,,12.150
Kepler-687,Kepler-687 b,,,,3.520
Kepler-688,Kepler-688 b,,,,9.760
Kepler-689,Kepler-689 b,,,,2.890
Kepler-69,Kepler-69 b,,779,,2.240
Kepler-69,Kepler-69 c,,299,,1.710
Kepler-690,Kepler-690 b,,,,5.950
Kepler-691,Kepler-691 b,,,,2.090
Kepler-692,Kepler-692 b,,,,3.110
Kepler-693,Kepler-693 b,,,,10.180
Kepler-694,Kepler-694 b,,,,2.800
Kepler-695,Kepler-695 b,,,,9.210
Kepler-696,Kepler-696 b,,,,6.140
Kepler-697,Kepler-697 b,,,,4.130
Kepler-698,Kepler-698 b,,,,3.680
Kepler-699,Kepler-699 b,,,,14.110
Kepler-7,Kepler-7 b,0.14000,1630,140.16303,18.181
Kepler-700,Kepler-700 b,,,,5.990
Kepler-701,Kepler-701 b,,,,2.840
Kepler-702,Kepler-702 b,,,,9.170
Kepler-703,Kepler-703 b,,,,8.200
Kepler-704,Kepler-704 b,,,,2.610
Kepler-705,Kepler-705 b,,,,2.110
Kepler-706,Kepler-706 b,,,,13.170
Kepler-707,Kepler-707 b,,,,1.330
Kepler-708,Kepler-708 b,,,,2.930
Kepler-709,Kepler-709 b,,,,2.920
Kepler-710,Kepler-710 b,,,,1.880
Kepler-711,Kepler-711 b,,,,3.410
Kepler-712,Kepler-712 b,,,,3.410
Kepler-712,Kepler-712 c,,,,4.850
Kepler-713,Kepler-713 b,,,,2.480
Kepler-714,Kepler-714 b,,,,9.670
Kepler-715,Kepler-715 b,,,,3.750
Kepler-716,Kepler-716 b,,,,2.900
Kepler-717,Kepler-717 b,,,,2.420
Kepler-718,Kepler-718 b,,,,16.560
Kepler-719,Kepler-719 b,,,,8.520
Kepler-720,Kepler-720 b,,,,8.410
Kepler-721,Kepler-721 b,,,,2.640
Kepler-722,Kepler-722 b,,,,2.630
Kepler-722,Kepler-722 c,,,,2.820
Kepler-723,Kepler-723 b,,,,12.190
Kepler-724,Kepler-724 b,,,,3.290
Kepler-725,Kepler-725 b,,,,10.630
Kepler-726,Kepler-726 b,,,,3.260
Kepler-727,Kepler-727 b,,,,2.530
Kepler-728,Kepler-728 b,,,,3.340
Kepler-729,Kepler-729 b,,,,3.580
Kepler-730,Kepler-730 b,,1219,,12.330
Kepler-730,Kepler-730 c,,1607,,1.569
Kepler-731,Kepler-731 b,,,,13.880
Kepler-732,Kepler-732 b,,,,2.180
Kepler-732,Kepler-732 c,,,,1.270
Kepler-733,Kepler-733 b,,,,2.820
Kepler-734,Kepler-734 b,,,,3.560
Kepler-735,Kepler-735 b,,,,2.950
Kepler-736,Kepler-736 b,,,,2.930
Kepler-737,Kepler-737 b,,,,1.960
Kepler-738,Kepler-738 b,,,,2.500
Kepler-739,Kepler-739 b,,,,3.320
Kepler-74,Kepler-74 b,0.88000,1078,200.22000,10.760
Kepler-740,Kepler-740 b,,,,4.570
Kepler-741,Kepler-741 b,,,,2.970
Kepler-742,Kepler-742 b,,,,3.240
Kepler-743,Kepler-743 b,,,,1.210
Kepler-744,Kepler-744 b,,,,1.620
Kepler-745,Kepler-745 b,,,,2.160
Kepler-746,Kepler-746 b,,,,1.110
Kepler-747,Kepler-747 b,,,,5.270
Kepler-748,Kepler-748 b,,,,2.520
Kepler-749,Kepler-749 b,,,,3.100
Kepler-75,Kepler-75 b,11.00000,767,3209.90000,11.770
Kepler-750,Kepler-750 b,,,,3.070
Kepler-750,Kepler-750 c,,,,1.620
Kepler-751,Kepler-751 b,,,,2.460
Kepler-752,Kepler-752 b,,,,2.810
Kepler-753,Kepler-753 b,,,,1.910
Kepler-754,Kepler-754 b,,,,2.010
Kepler-755,Kepler-755 b,,,,1.760
Kepler-755,Kepler-755 c,,,,1.260
Kepler-756,Kepler-756 b,,,,1.120
Kepler-757,Kepler-757 b,,,,1.360
Kepler-758,Kepler-758 b,,,,2.480
Kepler-758,Kepler-758 c,,,,1.690
Kepler-758,Kepler-758 d,,,,2.120
Kepler-758,Kepler-758 e,,,,1.530
Kepler-759,Kepler-759 b,,,,2.270
Kepler-76,Kepler-76 b,1.10000,2140,638.83830,15.244
Kepler-760,Kepler-760 b,,,,3.060
Kepler-760,Kepler-760 c,,,,1.480
Kepler-761,Kepler-761 b,,,,2.030
Kepler-762,Kepler-762 b,,,,12.680
Kepler-763,Kepler-763 b,,,,1.220
Kepler-764,Kepler-764 b,,,,1.640
Kepler-765,Kepler-765 b,,,,2.430
Kepler-766,Kepler-766 b,,,,3.390
Kepler-767,Kepler-767 b,,,,6.640
Kepler-768,Kepler-768 b,,,,1.790
Kepler-769,Kepler-769 b,,,,2.920
Kepler-769,Kepler-769 c,,,,1.790
Kepler-77,Kepler-77 b,0.60300,1440,136.66100,10.761
Kepler-770,Kepler-770 b,,,,2.300
Kepler-770,Kepler-770 c,,,,1.200
Kepler-770,Kepler-770 d,,,,1.400
Kepler-771,Kepler-771 b,,,,1.820
Kepler-772,Kepler-772 b,,,,1.820
Kepler-773,Kepler-773 b,,,,1.430
Kepler-774,Kepler-774 b,,,,3.170
Kepler-775,Kepler-775 b,,,,1.190
Kepler-776,Kepler-776 b,,,,1.280
Kepler-777,Kepler-777 b,,,,1.470
Kepler-778,Kepler-778 b,,,,1.680
Kepler-779,Kepler-779 b,,,,0.920
Kepler-78,Kepler-78 b,,,3.17830,1.121
Kepler-780,Kepler-780 b,,,,0.890
Kepler-781,Kepler-781 b,,,,2.890
Kepler-782,Kepler-782 b,,,,3.210
Kepler-783,Kepler-783 b,,,,0.780
Kepler-784,Kepler-784 b,,,,1.580
Kepler-785,Kepler-785 b,,,,13.020
Kepler-786,Kepler-786 b,,,,2.430
Kepler-787,Kepler-787 b,,,,1.280
Kepler-788,Kepler-788 b,,,,2.550
Kepler-789,Kepler-789 b,,,,2.120
Kepler-79,Kepler-79 b,1.43000,,10.90000,3.470
Kepler-79,Kepler-79 c,0.62000,,5.90000,3.720
Kepler-79,Kepler-79 d,0.09000,,6.00000,7.160
Kepler-79,Kepler-79 e,0.53000,,4.10000,3.490
Kepler-790,Kepler-790 b,,,,2.180
Kepler-791,Kepler-791 b,,,,3.050
Kepler-792,Kepler-792 b,,,,1.960
Kepler-793,Kepler-793 b,,,,1.370
Kepler-794,Kepler-794 b,,,,2.110
Kepler-795,Kepler-795 b,,,,1.680
Kepler-796,Kepler-796 b,,,,1.300
Kepler-797,Kepler-797 b,,,,2.170
Kepler-798,Kepler-798 b,,,,2.390
Kepler-799,Kepler-799 b,,,,6.880
Kepler-8,Kepler-8 b,0.27000,1680,187.51970,15.872
Kepler-80,Kepler-80 b,1.38000,,6.93000,2.670
Kepler-80,Kepler-80 c,1.22000,,6.74000,2.740
Kepler-80,Kepler-80 d,7.04000,,6.75000,1.530
Kepler-80,Kepler-80 e,3.75000,,4.13000,1.600
Kepler-80,Kepler-80 f,,,,1.210
Kepler-80,Kepler-80 g,,418,,1.130
Kepler-800,Kepler-800 b,,,,2.850
Kepler-801,Kepler-801 b,,,,2.000
Kepler-802,Kepler-802 b,,,,3.540
Kepler-803,Kepler-803 b,,,,3.790
Kepler-804,Kepler-804 b,,,,1.940
Kepler-804,Kepler-804 c,,,,1.140
Kepler-805,Kepler-805 b,,,,2.890
Kepler-806,Kepler-806 b,,,,1.140
Kepler-807,Kepler-807 b,,,,10.420
Kepler-808,Kepler-808 b,,,,1.460
Kepler-809,Kepler-809 b,,,,3.010
Kepler-81,Kepler-81 b,,,,2.420
Kepler-81,Kepler-81 c,,,,2.370
Kepler-81,Kepler-81 d,,,,1.210
Kepler-810,Kepler-810 b,,,,1.930
Kepler-811,Kepler-811 b,,,,2.700
Kepler-812,Kepler-812 b,,,,3.550
Kepler-813,Kepler-813 b,,,,2.140
Kepler-814,Kepler-814 b,,,,2.120
Kepler-815,Kepler-815 b,,,,4.110
Kepler-816,Kepler-816 b,,,,10.240
Kepler-817,Kepler-817 b,,,,9.030
Kepler-818,Kepler-818 b,,,,5.110
Kepler-819,Kepler-819 b,,,,2.760
Kepler-82,Kepler-82 b,0.98000,,12.15000,4.070
Kepler-82,Kepler-82 c,0.49400,,13.90000,5.340
Kepler-82,Kepler-82 d,,,,1.770
Kepler-82,Kepler-82 e,,,,2.470
Kepler-82,Kepler-82 f,,,20.90000,
Kepler-820,Kepler-820 b,,,,6.090
Kepler-821,Kepler-821 b,,,,1.310
Kepler-822,Kepler-822 b,,,,1.770
Kepler-823,Kepler-823 b,,,,1.570
Kepler-824,Kepler-824 b,,,,1.870
Kepler-825,Kepler-825 b,,,,1.530
Kepler-825,Kepler-825 c,,,,1.840
Kepler-826,Kepler-826 b,,,,1.250
Kepler-827,Kepler-827 b,,,,5.630
Kepler-828,Kepler-828 b,,,,1.510
Kepler-829,Kepler-829 b,,,,2.110
Kepler-83,Kepler-83 b,,,,2.830
Kepler-83,Kepler-83 c,,,,2.360
Kepler-83,Kepler-83 d,,,,1.940
Kepler-830,Kepler-830 b,,,,1.700
